timestamp;src_ip;src_port;dst_ip;dst_port;packets;protocol
17/10/2016 15:36;192.168.1.115;1234;192.168.17.222;55415;1;6
17/10/2016 15:36;77.243.26.163;9112;217.24.20.5;123;2;17
17/10/2016 15:36;192.168.1.115;1234;192.168.17.239;51326;1;6
17/10/2016 15:36;192.168.1.115;1234;192.168.17.240;49518;1;6
17/10/2016 15:36;178.148.253.194;38411;217.24.20.5;123;2;17
17/10/2016 15:36;192.168.1.115;1234;192.168.13.22;53730;1;6
17/10/2016 15:36;192.168.1.115;1234;192.168.17.245;52130;1;6
17/10/2016 15:36;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:36;109.121.43.170;22611;217.24.20.5;123;2;17
17/10/2016 15:36;82.208.197.214;40379;217.24.20.5;123;2;17
17/10/2016 15:36;89.216.194.128;53310;217.24.20.25;443;2361;6
17/10/2016 15:36;89.216.194.128;53310;217.24.20.25;443;7899;6
17/10/2016 15:36;212.200.65.241;27940;217.24.20.5;123;2;17
17/10/2016 15:37;212.200.65.245;10529;217.24.20.5;123;2;17
17/10/2016 15:37;77.243.24.38;7321;217.24.20.5;123;2;17
17/10/2016 15:37;212.200.65.242;38527;217.24.20.5;123;2;17
17/10/2016 15:37;93.87.220.221;12657;217.24.20.5;123;2;17
17/10/2016 15:37;77.243.22.136;771;217.24.20.5;5037;1;1
17/10/2016 15:37;212.200.65.243;37383;217.24.20.5;123;2;17
17/10/2016 15:37;84.22.37.82;44965;217.24.20.5;123;2;17
17/10/2016 15:37;192.168.11.16;51611;130.211.90.193;7000;3;6
17/10/2016 15:37;192.168.11.16;51611;130.211.90.193;7000;3;6
17/10/2016 15:37;109.245.33.75;44631;217.24.20.5;123;2;17
17/10/2016 15:37;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:37;212.200.212.41;59549;217.24.20.5;123;2;17
17/10/2016 15:37;212.200.65.247;23712;217.24.20.5;123;2;17
17/10/2016 15:37;52.31.163.202;443;192.168.25.131;53799;1;6
17/10/2016 15:37;178.148.109.84;56545;217.24.20.5;123;2;17
17/10/2016 15:37;192.168.11.16;51611;130.211.90.193;7000;1;6
17/10/2016 15:37;178.220.209.254;59047;217.24.20.5;123;2;17
17/10/2016 15:37;192.168.14.44;52533;216.239.32.57;443;2;6
17/10/2016 15:37;178.221.96.4;53228;217.24.20.5;123;2;17
17/10/2016 15:37;212.200.65.245;33983;217.24.20.5;123;2;17
17/10/2016 15:37;109.245.39.120;60585;217.24.20.5;123;2;17
17/10/2016 15:37;109.92.182.220;53118;217.24.20.5;123;2;17
17/10/2016 15:37;89.216.28.33;35974;217.24.20.5;123;2;17
17/10/2016 15:37;212.200.65.242;27469;217.24.20.5;123;2;17
17/10/2016 15:37;77.243.26.199;16668;217.24.20.5;123;2;17
17/10/2016 15:37;178.149.109.109;45212;217.24.20.5;123;2;17
17/10/2016 15:37;109.122.122.161;3333;217.24.20.5;123;2;17
17/10/2016 15:37;109.245.36.69;39305;217.24.20.5;123;2;17
17/10/2016 15:37;109.92.87.143;10418;217.24.20.5;123;2;17
17/10/2016 15:37;212.200.65.246;48178;217.24.20.5;123;2;17
17/10/2016 15:37;93.86.82.51;54786;217.24.20.5;123;2;17
17/10/2016 15:37;178.220.46.80;34871;217.24.20.5;123;2;17
17/10/2016 15:37;91.150.92.41;33368;217.24.20.5;123;2;17
17/10/2016 15:37;77.243.22.143;34181;217.24.20.5;123;2;17
17/10/2016 15:37;192.168.11.16;51611;130.211.90.193;7000;3;6
17/10/2016 15:37;109.93.39.6;24994;217.24.20.5;123;2;17
17/10/2016 15:37;24.135.202.253;39557;217.24.20.5;123;2;17
17/10/2016 15:37;176.67.208.149;26300;217.24.20.5;123;2;17
17/10/2016 15:37;178.148.23.18;42220;217.24.20.5;123;2;17
17/10/2016 15:37;88.68.165.109;53754;217.24.20.5;123;2;17
17/10/2016 15:37;212.200.65.240;19205;217.24.20.5;123;2;17
17/10/2016 15:37;82.208.241.105;4118;217.24.20.10;80;5;6
17/10/2016 15:37;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:37;192.168.128.18;49271;66.102.1.188;5228;2;6
17/10/2016 15:37;192.168.11.16;51611;130.211.90.193;7000;1;6
17/10/2016 15:37;87.116.189.27;46294;217.24.20.5;123;2;17
17/10/2016 15:37;17.167.193.162;443;192.168.25.151;55440;21;6
17/10/2016 15:37;82.117.221.109;4709;217.24.20.5;123;2;17
17/10/2016 15:37;24.135.249.137;35709;217.24.20.5;123;2;17
17/10/2016 15:37;192.168.11.16;51611;130.211.90.193;7000;1;6
17/10/2016 15:37;212.62.41.19;12602;217.24.20.5;123;2;17
17/10/2016 15:37;178.222.57.157;40923;217.24.20.5;123;2;17
17/10/2016 15:37;109.93.37.130;52422;217.24.20.5;123;2;17
17/10/2016 15:37;109.245.229.252;123;217.24.20.5;123;2;17
17/10/2016 15:37;82.208.215.9;19140;217.24.20.5;123;2;17
17/10/2016 15:37;192.168.25.58;53677;82.117.208.145;80;202;6
17/10/2016 15:37;192.168.1.115;1234;192.168.14.24;65010;1;6
17/10/2016 15:37;24.135.199.71;36239;217.24.20.5;123;2;17
17/10/2016 15:37;192.168.1.115;1234;192.168.17.222;55925;1;6
17/10/2016 15:37;109.245.38.222;60814;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.25.58;53677;82.117.208.145;80;2;6
17/10/2016 15:38;212.200.65.242;36986;217.24.20.5;123;2;17
17/10/2016 15:38;109.245.32.68;47459;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.14.14;51489;1;6
17/10/2016 15:38;178.221.72.8;40321;217.24.20.5;123;2;17
17/10/2016 15:38;84.22.35.34;44409;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.17.239;51866;1;6
17/10/2016 15:38;176.104.110.24;27427;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.13.22;54078;1;6
17/10/2016 15:38;109.93.77.241;38147;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.13.17;52176;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.13.17;52178;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.17.234;56867;1;6
17/10/2016 15:38;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.14.44;52825;1;6
17/10/2016 15:38;93.86.175.10;41383;217.24.20.5;123;2;17
17/10/2016 15:38;212.200.65.246;48508;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.11.18;52401;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.17.243;52021;1;6
17/10/2016 15:38;87.116.191.69;12868;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.11.24;51620;1;6
17/10/2016 15:38;77.105.43.212;16680;217.24.20.5;123;2;17
17/10/2016 15:38;112.82.19.198;54548;217.24.20.5;123;2;17
17/10/2016 15:38;5.206.237.185;42142;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.13.23;53147;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.14.19;54880;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.17.242;52581;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.17.242;52582;1;6
17/10/2016 15:38;109.122.86.32;41221;217.24.20.5;123;2;17
17/10/2016 15:38;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.17.234;57229;1;6
17/10/2016 15:38;94.189.241.93;38542;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.14.32;56789;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.13.35;53610;1;6
17/10/2016 15:38;188.117.197.71;62032;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.11.246;58054;1;6
17/10/2016 15:38;93.86.136.156;26141;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.14.12;56664;1;6
17/10/2016 15:38;95.85.178.23;33007;217.24.20.5;123;2;17
17/10/2016 15:38;77.46.233.211;33481;217.24.20.5;123;2;17
17/10/2016 15:38;178.254.152.202;43787;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.14.18;51443;1;6
17/10/2016 15:38;79.140.159.10;47392;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.14.20;52417;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.11.20;55030;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.12.25;58349;1;6
17/10/2016 15:38;192.168.1.115;1234;192.168.17.236;62009;1;6
17/10/2016 15:38;109.94.126.89;55993;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.11.18;53653;1;6
17/10/2016 15:38;147.91.202.230;48800;217.24.20.5;123;2;17
17/10/2016 15:38;77.243.25.136;31105;217.24.20.5;123;2;17
17/10/2016 15:38;192.168.1.115;1234;192.168.17.238;57015;1;6
17/10/2016 15:38;151.31.142.34;123;217.24.20.5;123;2;17
17/10/2016 15:38;178.222.136.243;46545;217.24.20.5;123;2;17
17/10/2016 15:38;212.200.65.244;27749;217.24.20.5;123;2;17
17/10/2016 15:38;89.216.113.183;36102;217.24.20.5;123;2;17
17/10/2016 15:38;46.235.102.40;33902;217.24.20.5;123;2;17
17/10/2016 15:38;69.162.124.231;8144;217.24.20.10;443;10;6
17/10/2016 15:38;69.162.124.231;8144;217.24.20.10;443;13;6
17/10/2016 15:39;95.180.68.55;51978;217.24.20.5;123;2;17
17/10/2016 15:39;79.175.69.204;15566;217.24.20.5;123;2;17
17/10/2016 15:39;109.94.238.169;33550;217.24.20.5;123;2;17
17/10/2016 15:39;178.79.16.6;48021;217.24.20.5;123;2;17
17/10/2016 15:39;77.243.22.134;37578;217.24.20.5;123;2;17
17/10/2016 15:39;192.168.11.16;51611;130.211.90.193;7000;1;6
17/10/2016 15:39;213.198.226.174;10636;217.24.20.5;123;2;17
17/10/2016 15:39;109.207.34.5;39213;217.24.20.5;123;2;17
17/10/2016 15:39;178.220.76.100;54891;217.24.20.5;123;2;17
17/10/2016 15:39;109.111.237.106;35149;217.24.20.5;123;2;17
17/10/2016 15:39;93.86.174.84;43362;217.24.20.5;123;2;17
17/10/2016 15:39;89.216.194.128;53566;217.24.20.25;443;17;6
17/10/2016 15:39;89.216.37.146;37915;217.24.20.5;123;2;17
17/10/2016 15:39;109.245.36.131;58846;217.24.20.5;123;2;17
17/10/2016 15:39;178.223.101.71;39531;217.24.20.5;123;2;17
17/10/2016 15:39;77.243.27.103;9129;217.24.20.5;123;2;17
17/10/2016 15:39;77.243.25.39;6364;217.24.20.5;123;2;17
17/10/2016 15:39;109.93.144.237;40919;217.24.20.5;123;2;17
17/10/2016 15:39;192.168.11.16;51611;130.211.90.193;7000;3;6
17/10/2016 15:39;93.87.210.201;36221;217.24.20.5;123;2;17
17/10/2016 15:39;79.101.197.36;58174;217.24.20.5;123;2;17
17/10/2016 15:39;82.214.90.138;123;217.24.20.5;123;2;17
17/10/2016 15:39;93.87.255.17;12865;217.24.20.5;123;2;17
17/10/2016 15:39;87.116.189.52;32180;217.24.20.5;123;2;17
17/10/2016 15:39;212.178.254.16;15263;217.24.20.5;123;2;17
17/10/2016 15:39;192.168.13.35;52284;151.101.12.249;80;2;6
17/10/2016 15:39;178.220.94.213;5726;217.24.20.5;123;2;17
17/10/2016 15:39;109.245.39.81;10622;217.24.20.5;123;2;17
17/10/2016 15:39;195.178.41.114;60568;217.24.20.5;123;2;17
17/10/2016 15:39;178.250.142.1;56405;217.24.20.5;123;2;17
17/10/2016 15:39;89.216.20.156;38281;217.24.20.5;123;2;17
17/10/2016 15:39;212.200.65.241;45647;217.24.20.5;123;2;17
17/10/2016 15:39;178.79.19.135;48907;217.24.20.5;123;2;17
17/10/2016 15:39;178.220.129.112;49671;217.24.20.10;80;63;6
17/10/2016 15:39;109.245.38.15;50318;217.24.20.5;123;2;17
17/10/2016 15:39;74.125.71.26;25;217.24.20.13;45452;36;6
17/10/2016 15:39;192.168.1.50;60447;217.24.17.17;53;2;17
17/10/2016 15:39;192.168.1.200;50614;217.24.17.17;53;2;17
17/10/2016 15:39;79.175.114.97;47595;217.24.20.5;123;2;17
17/10/2016 15:39;178.220.76.146;15520;217.24.20.5;123;2;17
17/10/2016 15:39;79.140.159.40;44064;217.24.20.5;123;2;17
17/10/2016 15:39;95.180.114.24;26832;217.24.20.5;123;2;17
17/10/2016 15:39;109.92.190.3;44316;217.24.20.5;123;2;17
17/10/2016 15:39;192.168.11.16;51611;130.211.90.193;7000;3;6
17/10/2016 15:39;109.93.245.148;45993;217.24.20.5;123;2;17
17/10/2016 15:39;178.220.1.147;26815;217.24.20.5;123;2;17
17/10/2016 15:39;192.168.11.16;51611;130.211.90.193;7000;1;6
17/10/2016 15:39;24.135.0.244;37292;217.24.20.5;123;2;17
17/10/2016 15:39;192.168.25.117;63120;5.45.62.37;443;1;17
17/10/2016 15:39;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:39;93.86.190.159;21192;217.24.20.5;123;2;17
17/10/2016 15:39;212.200.217.152;54180;217.24.20.5;123;2;17
17/10/2016 15:39;79.101.106.74;34852;217.24.20.5;123;2;17
17/10/2016 15:39;192.168.25.117;63120;5.45.62.37;443;1;17
17/10/2016 15:39;212.200.65.247;11542;217.24.20.5;123;2;17
17/10/2016 15:39;192.168.1.115;1234;192.168.11.20;55409;1;6
17/10/2016 15:39;92.244.153.12;45615;217.24.20.5;123;2;17
17/10/2016 15:39;195.222.97.162;41206;217.24.20.5;123;2;17
17/10/2016 15:39;109.245.37.19;26673;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.14.12;57235;1;6
17/10/2016 15:40;188.255.185.170;40554;217.24.20.5;123;2;17
17/10/2016 15:40;109.245.120.227;49740;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.17.243;52850;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.13.35;54591;1;6
17/10/2016 15:40;79.101.161.213;59128;217.24.20.5;123;2;17
17/10/2016 15:40;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:40;94.100.60.226;40834;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.17.245;53658;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.11.21;56531;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.11.21;56534;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.17.239;54223;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.14.44;54139;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.11.23;62787;1;6
17/10/2016 15:40;77.243.26.9;27770;217.24.20.5;123;2;17
17/10/2016 15:40;93.87.92.2;56633;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.11.246;58821;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.13.22;55402;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.14.17;56927;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.14.12;57620;1;6
17/10/2016 15:40;212.200.65.244;34905;217.24.20.5;123;1;17
17/10/2016 15:40;192.168.1.115;1234;192.168.13.17;53693;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.13.17;53699;1;6
17/10/2016 15:40;88.64.52.161;57808;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.17.248;56963;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.14.20;53410;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.12.25;59064;1;6
17/10/2016 15:40;192.168.25.60;56825;216.58.214.206;443;18;6
17/10/2016 15:40;192.168.1.115;1234;192.168.17.216;61899;1;6
17/10/2016 15:40;188.255.157.16;40246;217.24.20.5;123;2;17
17/10/2016 15:40;93.87.99.74;123;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.14.37;59224;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.14.13;62189;1;6
17/10/2016 15:40;24.135.109.93;41784;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.13.23;54671;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.13.35;55623;1;6
17/10/2016 15:40;217.16.139.243;36823;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.11.13;58955;1;6
17/10/2016 15:40;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.14.31;57740;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.17.231;59452;1;6
17/10/2016 15:40;79.101.184.246;37312;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.14.14;53702;1;6
17/10/2016 15:40;109.92.154.146;60487;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.25.183;55634;31.13.84.4;443;26;6
17/10/2016 15:40;192.168.1.115;1234;192.168.13.16;58458;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.11.23;63468;1;6
17/10/2016 15:40;192.168.1.115;1234;192.168.14.35;55072;1;6
17/10/2016 15:40;24.135.220.74;48934;217.24.20.5;123;2;17
17/10/2016 15:40;192.168.1.115;1234;192.168.14.21;56857;1;6
17/10/2016 15:40;109.92.198.200;18581;217.24.20.5;123;2;17
17/10/2016 15:40;178.222.58.32;59913;217.24.20.5;123;2;17
17/10/2016 15:40;217.24.20.25;443;24.135.235.207;14526;6;6
17/10/2016 15:40;77.243.22.255;8847;217.24.20.5;123;2;17
17/10/2016 15:40;109.93.174.91;57591;217.24.20.5;123;2;17
17/10/2016 15:40;109.245.34.129;59265;217.24.20.5;123;2;17
17/10/2016 15:40;95.180.18.104;44830;217.24.20.5;123;2;17
17/10/2016 15:40;178.222.18.214;39673;217.24.20.5;123;2;17
17/10/2016 15:40;178.221.124.194;59499;217.24.20.5;123;2;17
17/10/2016 15:41;188.117.234.41;61340;217.24.20.5;123;2;17
17/10/2016 15:41;109.206.97.228;29529;217.24.20.5;123;2;17
17/10/2016 15:41;192.168.11.16;51611;130.211.90.193;7000;4;6
17/10/2016 15:41;192.168.11.16;51611;130.211.90.193;7000;1;6
17/10/2016 15:41;178.221.215.136;35799;217.24.20.5;123;2;17
17/10/2016 15:41;77.105.24.69;24475;217.24.20.5;123;2;17
17/10/2016 15:41;194.247.208.177;54312;217.24.20.5;123;2;17
17/10/2016 15:41;188.117.228.30;46472;217.24.20.5;123;2;17
17/10/2016 15:41;82.117.202.34;123;217.24.20.5;123;2;17
17/10/2016 15:41;109.245.35.196;63077;217.24.20.5;123;2;17
17/10/2016 15:41;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:41;84.22.56.97;55723;217.24.20.5;123;2;17
17/10/2016 15:41;139.162.2.233;123;217.24.20.5;123;2;17
17/10/2016 15:41;92.244.149.45;65061;217.24.20.5;123;2;17
17/10/2016 15:41;109.92.78.5;47751;217.24.20.5;123;2;17
17/10/2016 15:41;147.91.175.155;443;217.24.20.3;50222;1;6
17/10/2016 15:41;178.222.104.135;21768;217.24.20.5;123;2;17
17/10/2016 15:41;212.200.65.247;30674;217.24.20.5;123;2;17
17/10/2016 15:41;188.2.231.60;36498;217.24.20.5;123;2;17
17/10/2016 15:41;80.136.92.51;123;217.24.20.5;123;2;17
17/10/2016 15:41;84.22.56.97;44584;217.24.20.5;123;2;17
17/10/2016 15:41;192.168.11.24;53135;216.58.209.174;443;2;6
17/10/2016 15:41;79.211.124.171;123;217.24.20.5;123;2;17
17/10/2016 15:41;91.245.214.141;443;192.168.25.168;44317;56;6
17/10/2016 15:41;178.220.173.179;18616;217.24.20.5;123;2;17
17/10/2016 15:41;77.243.26.35;19527;217.24.20.5;123;2;17
17/10/2016 15:41;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:41;62.193.137.6;45326;217.24.20.5;123;2;17
17/10/2016 15:41;192.168.11.16;51611;130.211.90.193;7000;3;6
17/10/2016 15:41;109.245.33.229;19042;217.24.20.5;123;2;17
17/10/2016 15:41;178.220.50.126;29445;217.24.20.5;123;2;17
17/10/2016 15:41;178.149.251.52;54506;217.24.20.5;123;2;17
17/10/2016 15:41;5.206.232.55;28232;217.24.20.5;123;2;17
17/10/2016 15:41;77.243.22.120;17291;217.24.20.5;123;2;17
17/10/2016 15:41;212.200.65.245;15397;217.24.20.5;123;2;17
17/10/2016 15:41;77.243.26.188;16590;217.24.20.5;123;2;17
17/10/2016 15:41;178.221.238.87;21170;217.24.20.5;123;2;17
17/10/2016 15:41;84.140.240.236;52328;217.24.20.5;123;2;17
17/10/2016 15:41;77.243.27.196;28819;217.24.20.5;123;2;17
17/10/2016 15:41;212.200.65.246;38074;217.24.20.5;123;2;17
17/10/2016 15:41;62.4.57.200;38790;217.24.20.5;123;2;17
17/10/2016 15:41;192.168.11.16;51611;130.211.90.193;7000;3;6
17/10/2016 15:41;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:41;192.168.25.117;49826;87.248.118.12;443;9;6
17/10/2016 15:41;77.243.25.177;32129;217.24.20.5;123;2;17
17/10/2016 15:41;216.58.211.42;443;192.168.25.42;42092;2;6
17/10/2016 15:41;178.223.203.251;33383;217.24.20.5;123;2;17
17/10/2016 15:41;212.200.65.242;47728;217.24.20.5;123;2;17
17/10/2016 15:41;93.86.99.175;58858;217.24.20.5;123;2;17
17/10/2016 15:41;109.94.227.249;33486;217.24.20.5;123;2;17
17/10/2016 15:41;178.149.5.182;40904;217.24.20.5;123;2;17
17/10/2016 15:41;62.4.55.221;59158;217.24.20.5;123;2;17
17/10/2016 15:41;109.245.33.35;771;217.24.20.5;31100;1;1
17/10/2016 15:41;109.245.36.236;40840;217.24.20.5;123;2;17
17/10/2016 15:41;109.245.33.24;61604;217.24.20.5;123;2;17
17/10/2016 15:41;178.223.150.128;34424;217.24.20.5;123;2;17
17/10/2016 15:41;178.17.18.144;45098;217.24.20.5;123;2;17
17/10/2016 15:41;109.122.122.161;2300;217.24.20.5;123;2;17
17/10/2016 15:41;109.245.14.42;41;217.24.20.5;123;2;17
17/10/2016 15:41;109.93.55.224;43817;217.24.20.5;123;2;17
